query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6147452	6147923	AEYL_005427|_|GCA_035999765.1_ASM3599976v1.gbk	GCA_035999765.1_ASM3599976v1.gbk|-|CP108521.1	1705
IO40_RS0119000_elongation_factor_G	req	False	False	6147962	6150092	AEYL_005428|_|GCA_035999765.1_ASM3599976v1.gbk	GCA_035999765.1_ASM3599976v1.gbk|-|CP108521.1	1705
IO40_RS0119000_elongation_factor_G	req	False	False	8936458	8938507	AEYL_007835|_|GCA_035999765.1_ASM3599976v1.gbk	GCA_035999765.1_ASM3599976v1.gbk|-|CP108521.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	302729	304859	AGPJ_000792|_|GCA_040612115.1_ASM4061211v1.gbk	GCA_040612115.1_ASM4061211v1.gbk|-|JBEXPP010000002.1	1706
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	304897	305368	AGPJ_000793|_|GCA_040612115.1_ASM4061211v1.gbk	GCA_040612115.1_ASM4061211v1.gbk|-|JBEXPP010000002.1	1706
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	305370	305742	AGPJ_000794|_|GCA_040612115.1_ASM4061211v1.gbk	GCA_040612115.1_ASM4061211v1.gbk|-|JBEXPP010000002.1	1706
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	42727	43099	AAGS_004478|_|GCA_000717805.1_ASM71780v1.gbk	GCA_000717805.1_ASM71780v1.gbk|-|JOCC01000033.1	1707
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	43101	43572	AAGS_004479|_|GCA_000717805.1_ASM71780v1.gbk	GCA_000717805.1_ASM71780v1.gbk|-|JOCC01000033.1	1707
IO40_RS0119000_elongation_factor_G	req	False	False	43611	45732	AAGS_004480|_|GCA_000717805.1_ASM71780v1.gbk	GCA_000717805.1_ASM71780v1.gbk|-|JOCC01000033.1	1707
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	146281	146653	AIOS_001325|_|GCA_040685635.1_ASM4068563v1.gbk	GCA_040685635.1_ASM4068563v1.gbk|-|JBFBIN010000007.1	1708
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	146655	147126	AIOS_001326|_|GCA_040685635.1_ASM4068563v1.gbk	GCA_040685635.1_ASM4068563v1.gbk|-|JBFBIN010000007.1	1708
IO40_RS0119000_elongation_factor_G	req	False	False	147165	149295	AIOS_001327|_|GCA_040685635.1_ASM4068563v1.gbk	GCA_040685635.1_ASM4068563v1.gbk|-|JBFBIN010000007.1	1708
IO40_RS0119000_elongation_factor_G	req	False	False	178721	180851	AIMA_005447|_|GCA_040683315.1_ASM4068331v1.gbk	GCA_040683315.1_ASM4068331v1.gbk|-|JBFBDM010000018.1	1709
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	180889	181360	AIMA_005448|_|GCA_040683315.1_ASM4068331v1.gbk	GCA_040683315.1_ASM4068331v1.gbk|-|JBFBDM010000018.1	1709
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	181362	181734	AIMA_005449|_|GCA_040683315.1_ASM4068331v1.gbk	GCA_040683315.1_ASM4068331v1.gbk|-|JBFBDM010000018.1	1709
IO40_RS0119000_elongation_factor_G	req	False	False	1340760	1342890	ABMZ_001196|_|GCA_003751445.1_ASM375144v1.gbk	GCA_003751445.1_ASM375144v1.gbk|-|RJUU01000001.1	1710
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1342928	1343399	ABMZ_001197|_|GCA_003751445.1_ASM375144v1.gbk	GCA_003751445.1_ASM375144v1.gbk|-|RJUU01000001.1	1710
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1343401	1343773	ABMZ_001198|_|GCA_003751445.1_ASM375144v1.gbk	GCA_003751445.1_ASM375144v1.gbk|-|RJUU01000001.1	1710
IO40_RS0119000_elongation_factor_G	req	False	False	720728	722855	AFSD_000691|_|GCA_039538105.1_ASM3953810v1.gbk	GCA_039538105.1_ASM3953810v1.gbk|-|BAABBT010000001.1	1711
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	722894	723365	AFSD_000692|_|GCA_039538105.1_ASM3953810v1.gbk	GCA_039538105.1_ASM3953810v1.gbk|-|BAABBT010000001.1	1711
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	723367	723739	AFSD_000693|_|GCA_039538105.1_ASM3953810v1.gbk	GCA_039538105.1_ASM3953810v1.gbk|-|BAABBT010000001.1	1711
IO40_RS0119000_elongation_factor_G	req	False	False	23455	25582	AIIU_001908|_|GCA_040680355.1_ASM4068035v1.gbk	GCA_040680355.1_ASM4068035v1.gbk|-|JBFAWN010000010.1	1712
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	25621	26092	AIIU_001909|_|GCA_040680355.1_ASM4068035v1.gbk	GCA_040680355.1_ASM4068035v1.gbk|-|JBFAWN010000010.1	1712
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	26094	26466	AIIU_001910|_|GCA_040680355.1_ASM4068035v1.gbk	GCA_040680355.1_ASM4068035v1.gbk|-|JBFAWN010000010.1	1712
IO40_RS0119000_elongation_factor_G	req	False	False	1037974	1040101	AHGZ_002224|_|GCA_040637965.1_ASM4063796v1.gbk	GCA_040637965.1_ASM4063796v1.gbk|-|JBEZXI010000002.1	1713
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1040140	1040611	AHGZ_002225|_|GCA_040637965.1_ASM4063796v1.gbk	GCA_040637965.1_ASM4063796v1.gbk|-|JBEZXI010000002.1	1713
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1040613	1040985	AHGZ_002226|_|GCA_040637965.1_ASM4063796v1.gbk	GCA_040637965.1_ASM4063796v1.gbk|-|JBEZXI010000002.1	1713
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	7304196	7304568	ACHN_006705|_|GCA_012922115.1_ASM1292211v1.gbk	GCA_012922115.1_ASM1292211v1.gbk|-|JABAQG010000001.1	1714
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	7304570	7305041	ACHN_006706|_|GCA_012922115.1_ASM1292211v1.gbk	GCA_012922115.1_ASM1292211v1.gbk|-|JABAQG010000001.1	1714
IO40_RS0119000_elongation_factor_G	req	False	False	7305080	7307207	ACHN_006707|_|GCA_012922115.1_ASM1292211v1.gbk	GCA_012922115.1_ASM1292211v1.gbk|-|JABAQG010000001.1	1714
IO40_RS0119000_elongation_factor_G	req	False	False	122087	124214	AGLR_003148|_|GCA_040609615.1_ASM4060961v1.gbk	GCA_040609615.1_ASM4060961v1.gbk|-|JBEXKV010000013.1	1715
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	124253	124724	AGLR_003149|_|GCA_040609615.1_ASM4060961v1.gbk	GCA_040609615.1_ASM4060961v1.gbk|-|JBEXKV010000013.1	1715
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	124726	125098	AGLR_003150|_|GCA_040609615.1_ASM4060961v1.gbk	GCA_040609615.1_ASM4060961v1.gbk|-|JBEXKV010000013.1	1715
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	107299	107671	AGKS_003497|_|GCA_040608995.1_ASM4060899v1.gbk	GCA_040608995.1_ASM4060899v1.gbk|-|JBEXJH010000014.1	1716
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	107673	108144	AGKS_003498|_|GCA_040608995.1_ASM4060899v1.gbk	GCA_040608995.1_ASM4060899v1.gbk|-|JBEXJH010000014.1	1716
IO40_RS0119000_elongation_factor_G	req	False	False	108183	110310	AGKS_003499|_|GCA_040608995.1_ASM4060899v1.gbk	GCA_040608995.1_ASM4060899v1.gbk|-|JBEXJH010000014.1	1716
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4796053	4796425	ACLG_004261|_|GCA_014138905.1_ASM1413890v1.gbk	GCA_014138905.1_ASM1413890v1.gbk|-|JACJIL010000001.1	1717
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4796427	4796898	ACLG_004262|_|GCA_014138905.1_ASM1413890v1.gbk	GCA_014138905.1_ASM1413890v1.gbk|-|JACJIL010000001.1	1717
IO40_RS0119000_elongation_factor_G	req	False	False	4796937	4799064	ACLG_004263|_|GCA_014138905.1_ASM1413890v1.gbk	GCA_014138905.1_ASM1413890v1.gbk|-|JACJIL010000001.1	1717
IO40_RS0119000_elongation_factor_G	req	False	False	5881	8014	AIXE_007479|_|GCA_041106295.1_ASM4110629v1.gbk	GCA_041106295.1_ASM4110629v1.gbk|-|JBGBPS010000243.1	1718
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	8053	8524	AIXE_007480|_|GCA_041106295.1_ASM4110629v1.gbk	GCA_041106295.1_ASM4110629v1.gbk|-|JBGBPS010000243.1	1718
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	8526	8898	AIXE_007481|_|GCA_041106295.1_ASM4110629v1.gbk	GCA_041106295.1_ASM4110629v1.gbk|-|JBGBPS010000243.1	1718
IO40_RS0119000_elongation_factor_G	req	False	False	1542	3666	ADAB_002967|_|GCA_017676365.1_ASM1767636v1.gbk	GCA_017676365.1_ASM1767636v1.gbk|-|JADKMA010000232.1	1719
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3705	4176	ADAB_002968|_|GCA_017676365.1_ASM1767636v1.gbk	GCA_017676365.1_ASM1767636v1.gbk|-|JADKMA010000232.1	1719
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4178	4550	ADAB_002969|_|GCA_017676365.1_ASM1767636v1.gbk	GCA_017676365.1_ASM1767636v1.gbk|-|JADKMA010000232.1	1719
IO40_RS0119000_elongation_factor_G	req	False	False	1068815	1070942	ADGM_000967|_|GCA_019880525.1_ASM1988052v1.gbk	GCA_019880525.1_ASM1988052v1.gbk|-|JAINUQ010000001.1	1720
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1070981	1071452	ADGM_000968|_|GCA_019880525.1_ASM1988052v1.gbk	GCA_019880525.1_ASM1988052v1.gbk|-|JAINUQ010000001.1	1720
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1071454	1071826	ADGM_000969|_|GCA_019880525.1_ASM1988052v1.gbk	GCA_019880525.1_ASM1988052v1.gbk|-|JAINUQ010000001.1	1720
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	50282	50654	ADRR_001473|_|GCA_024268275.1_ASM2426827v1.gbk	GCA_024268275.1_ASM2426827v1.gbk|-|JADBHJ010000021.1	1721
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	50656	51127	ADRR_001474|_|GCA_024268275.1_ASM2426827v1.gbk	GCA_024268275.1_ASM2426827v1.gbk|-|JADBHJ010000021.1	1721
IO40_RS0119000_elongation_factor_G	req	False	False	51166	53293	ADRR_001475|_|GCA_024268275.1_ASM2426827v1.gbk	GCA_024268275.1_ASM2426827v1.gbk|-|JADBHJ010000021.1	1721
IO40_RS0119000_elongation_factor_G	req	False	False	38164	40291	AASZ_002389|_|GCA_001418175.1_ASM141817v1.gbk	GCA_001418175.1_ASM141817v1.gbk|-|LIPS01000227.1	1722
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	40330	40801	AASZ_002390|_|GCA_001418175.1_ASM141817v1.gbk	GCA_001418175.1_ASM141817v1.gbk|-|LIPS01000227.1	1722
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	40803	41175	AASZ_002391|_|GCA_001418175.1_ASM141817v1.gbk	GCA_001418175.1_ASM141817v1.gbk|-|LIPS01000227.1	1722
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	167048	167420	AFOK_005616|_|GCA_039524815.1_ASM3952481v1.gbk	GCA_039524815.1_ASM3952481v1.gbk|-|BAAAGY010000016.1	1723
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	167422	167893	AFOK_005617|_|GCA_039524815.1_ASM3952481v1.gbk	GCA_039524815.1_ASM3952481v1.gbk|-|BAAAGY010000016.1	1723
IO40_RS0119000_elongation_factor_G	req	False	False	167932	170062	AFOK_005618|_|GCA_039524815.1_ASM3952481v1.gbk	GCA_039524815.1_ASM3952481v1.gbk|-|BAAAGY010000016.1	1723
IO40_RS0119000_elongation_factor_G	req	False	False	54343	56476	AARU_004433|_|GCA_001279855.1_ASM127985v1.gbk	GCA_001279855.1_ASM127985v1.gbk|-|LGDK01000165.1	1724
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	56515	56986	AARU_004434|_|GCA_001279855.1_ASM127985v1.gbk	GCA_001279855.1_ASM127985v1.gbk|-|LGDK01000165.1	1724
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	56988	57360	AARU_004435|_|GCA_001279855.1_ASM127985v1.gbk	GCA_001279855.1_ASM127985v1.gbk|-|LGDK01000165.1	1724
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	252832	253204	AHCJ_000928|_|GCA_040635035.1_ASM4063503v1.gbk	GCA_040635035.1_ASM4063503v1.gbk|-|JBEYGZ010000003.1	1725
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	253206	253677	AHCJ_000929|_|GCA_040635035.1_ASM4063503v1.gbk	GCA_040635035.1_ASM4063503v1.gbk|-|JBEYGZ010000003.1	1725
IO40_RS0119000_elongation_factor_G	req	False	False	253715	255845	AHCJ_000930|_|GCA_040635035.1_ASM4063503v1.gbk	GCA_040635035.1_ASM4063503v1.gbk|-|JBEYGZ010000003.1	1725
IO40_RS0119000_elongation_factor_G	req	False	False	3025	5155	AEOT_000351|_|GCA_033792485.1_ASM3379248v1.gbk	GCA_033792485.1_ASM3379248v1.gbk|-|JARAUY010000114.1	1726
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5194	5665	AEOT_000352|_|GCA_033792485.1_ASM3379248v1.gbk	GCA_033792485.1_ASM3379248v1.gbk|-|JARAUY010000114.1	1726
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5667	6039	AEOT_000353|_|GCA_033792485.1_ASM3379248v1.gbk	GCA_033792485.1_ASM3379248v1.gbk|-|JARAUY010000114.1	1726
IO40_RS0119000_elongation_factor_G	req	False	False	159408	161538	AIDN_003951|_|GCA_040660215.1_ASM4066021v1.gbk	GCA_040660215.1_ASM4066021v1.gbk|-|JBFAGP010000014.1	1727
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	161577	162048	AIDN_003952|_|GCA_040660215.1_ASM4066021v1.gbk	GCA_040660215.1_ASM4066021v1.gbk|-|JBFAGP010000014.1	1727
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	162050	162422	AIDN_003953|_|GCA_040660215.1_ASM4066021v1.gbk	GCA_040660215.1_ASM4066021v1.gbk|-|JBFAGP010000014.1	1727
IO40_RS0119000_elongation_factor_G	req	False	False	3502358	3504488	AFDC_003011|_|GCA_036204825.1_ASM3620482v1.gbk	GCA_036204825.1_ASM3620482v1.gbk|-|CP108333.1	1728
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3504527	3504998	AFDC_003012|_|GCA_036204825.1_ASM3620482v1.gbk	GCA_036204825.1_ASM3620482v1.gbk|-|CP108333.1	1728
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3505000	3505372	AFDC_003013|_|GCA_036204825.1_ASM3620482v1.gbk	GCA_036204825.1_ASM3620482v1.gbk|-|CP108333.1	1728
IO40_RS0119000_elongation_factor_G	req	False	False	7999901	8002034	AFDC_006882|_|GCA_036204825.1_ASM3620482v1.gbk	GCA_036204825.1_ASM3620482v1.gbk|-|CP108333.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4309449	4309821	AECS_004153|_|GCA_028548515.1_ASM2854851v1.gbk	GCA_028548515.1_ASM2854851v1.gbk|-|JAQQBI010000001.1	1729
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4309823	4310294	AECS_004154|_|GCA_028548515.1_ASM2854851v1.gbk	GCA_028548515.1_ASM2854851v1.gbk|-|JAQQBI010000001.1	1729
IO40_RS0119000_elongation_factor_G	req	False	False	4310333	4312454	AECS_004155|_|GCA_028548515.1_ASM2854851v1.gbk	GCA_028548515.1_ASM2854851v1.gbk|-|JAQQBI010000001.1	1729
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	201683	202055	AAYT_003352|_|GCA_001751345.1_ASM175134v1.gbk	GCA_001751345.1_ASM175134v1.gbk|-|LJGS01000035.1	1730
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	202057	202528	AAYT_003353|_|GCA_001751345.1_ASM175134v1.gbk	GCA_001751345.1_ASM175134v1.gbk|-|LJGS01000035.1	1730
IO40_RS0119000_elongation_factor_G	req	False	False	202567	204691	AAYT_003354|_|GCA_001751345.1_ASM175134v1.gbk	GCA_001751345.1_ASM175134v1.gbk|-|LJGS01000035.1	1730
IO40_RS0119000_elongation_factor_G	req	False	False	42047	44174	AGNH_000057|_|GCA_040610835.1_ASM4061083v1.gbk	GCA_040610835.1_ASM4061083v1.gbk|-|JBEXKR010000001.1	1731
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	44213	44684	AGNH_000058|_|GCA_040610835.1_ASM4061083v1.gbk	GCA_040610835.1_ASM4061083v1.gbk|-|JBEXKR010000001.1	1731
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	44686	45058	AGNH_000059|_|GCA_040610835.1_ASM4061083v1.gbk	GCA_040610835.1_ASM4061083v1.gbk|-|JBEXKR010000001.1	1731
IO40_RS0119000_elongation_factor_G	req	False	False	7328	9455	ACAL_005155|_|GCA_009862125.1_ASM986212v1.gbk	GCA_009862125.1_ASM986212v1.gbk|-|WWHX01000614.1	1732
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	9494	9965	ACAL_005156|_|GCA_009862125.1_ASM986212v1.gbk	GCA_009862125.1_ASM986212v1.gbk|-|WWHX01000614.1	1732
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	9967	10339	ACAL_005157|_|GCA_009862125.1_ASM986212v1.gbk	GCA_009862125.1_ASM986212v1.gbk|-|WWHX01000614.1	1732
IO40_RS0119000_elongation_factor_G	req	False	False	116907	119034	AHSN_004798|_|GCA_040646775.1_ASM4064677v1.gbk	GCA_040646775.1_ASM4064677v1.gbk|-|JBEZAW010000015.1	1733
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	119073	119544	AHSN_004799|_|GCA_040646775.1_ASM4064677v1.gbk	GCA_040646775.1_ASM4064677v1.gbk|-|JBEZAW010000015.1	1733
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	119546	119918	AHSN_004800|_|GCA_040646775.1_ASM4064677v1.gbk	GCA_040646775.1_ASM4064677v1.gbk|-|JBEZAW010000015.1	1733
IO40_RS0119000_elongation_factor_G	req	False	False	3566	5693	ABAP_004295|_|GCA_001941325.1_ASM194132v1.gbk	GCA_001941325.1_ASM194132v1.gbk|-|LYDV01000396.1	1734
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5732	6203	ABAP_004296|_|GCA_001941325.1_ASM194132v1.gbk	GCA_001941325.1_ASM194132v1.gbk|-|LYDV01000396.1	1734
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	6206	6578	ABAP_004297|_|GCA_001941325.1_ASM194132v1.gbk	GCA_001941325.1_ASM194132v1.gbk|-|LYDV01000396.1	1734
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	25822	26194	ABLR_002213|_|GCA_003584815.1_ASM358481v1.gbk	GCA_003584815.1_ASM358481v1.gbk|-|PCGT01000018.1	1735
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26196	26667	ABLR_002214|_|GCA_003584815.1_ASM358481v1.gbk	GCA_003584815.1_ASM358481v1.gbk|-|PCGT01000018.1	1735
IO40_RS0119000_elongation_factor_G	req	False	False	26706	28836	ABLR_002215|_|GCA_003584815.1_ASM358481v1.gbk	GCA_003584815.1_ASM358481v1.gbk|-|PCGT01000018.1	1735
IO40_RS0119000_elongation_factor_G	req	False	False	24578	26705	AHPB_007524|_|GCA_040644575.1_ASM4064457v1.gbk	GCA_040644575.1_ASM4064457v1.gbk|-|JBEYWV010000054.1	1736
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26744	27215	AHPB_007525|_|GCA_040644575.1_ASM4064457v1.gbk	GCA_040644575.1_ASM4064457v1.gbk|-|JBEYWV010000054.1	1736
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	27217	27589	AHPB_007526|_|GCA_040644575.1_ASM4064457v1.gbk	GCA_040644575.1_ASM4064457v1.gbk|-|JBEYWV010000054.1	1736
IO40_RS0119000_elongation_factor_G	req	False	False	8382	10506	ABCR_002109|_|GCA_002154605.1_ASM215460v1.gbk	GCA_002154605.1_ASM215460v1.gbk|-|MUNE01000018.1	1737
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	10544	11015	ABCR_002110|_|GCA_002154605.1_ASM215460v1.gbk	GCA_002154605.1_ASM215460v1.gbk|-|MUNE01000018.1	1737
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	11017	11389	ABCR_002111|_|GCA_002154605.1_ASM215460v1.gbk	GCA_002154605.1_ASM215460v1.gbk|-|MUNE01000018.1	1737
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	22351	22723	AAIL_004947|_|GCA_000718955.1_ASM71895v1.gbk	GCA_000718955.1_ASM71895v1.gbk|-|JODJ01000029.1	1738
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	22725	23196	AAIL_004948|_|GCA_000718955.1_ASM71895v1.gbk	GCA_000718955.1_ASM71895v1.gbk|-|JODJ01000029.1	1738
IO40_RS0119000_elongation_factor_G	req	False	False	23235	25368	AAIL_004949|_|GCA_000718955.1_ASM71895v1.gbk	GCA_000718955.1_ASM71895v1.gbk|-|JODJ01000029.1	1738
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2687495	2687867	ADJM_003940|_|GCA_020521315.1_ASM2052131v1.gbk	GCA_020521315.1_ASM2052131v1.gbk|-|BNDZ01000005.1	1739
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2687869	2688340	ADJM_003941|_|GCA_020521315.1_ASM2052131v1.gbk	GCA_020521315.1_ASM2052131v1.gbk|-|BNDZ01000005.1	1739
IO40_RS0119000_elongation_factor_G	req	False	False	2688379	2690506	ADJM_003942|_|GCA_020521315.1_ASM2052131v1.gbk	GCA_020521315.1_ASM2052131v1.gbk|-|BNDZ01000005.1	1739
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	31442	31814	AHXT_006116|_|GCA_040651855.1_ASM4065185v1.gbk	GCA_040651855.1_ASM4065185v1.gbk|-|JBEZKU010000038.1	1740
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31816	32287	AHXT_006117|_|GCA_040651855.1_ASM4065185v1.gbk	GCA_040651855.1_ASM4065185v1.gbk|-|JBEZKU010000038.1	1740
IO40_RS0119000_elongation_factor_G	req	False	False	32326	34459	AHXT_006118|_|GCA_040651855.1_ASM4065185v1.gbk	GCA_040651855.1_ASM4065185v1.gbk|-|JBEZKU010000038.1	1740
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	110571	110943	AHZA_003598|_|GCA_040652555.1_ASM4065255v1.gbk	GCA_040652555.1_ASM4065255v1.gbk|-|JBEZMG010000011.1	1741
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	110945	111416	AHZA_003599|_|GCA_040652555.1_ASM4065255v1.gbk	GCA_040652555.1_ASM4065255v1.gbk|-|JBEZMG010000011.1	1741
IO40_RS0119000_elongation_factor_G	req	False	False	111455	113582	AHZA_003600|_|GCA_040652555.1_ASM4065255v1.gbk	GCA_040652555.1_ASM4065255v1.gbk|-|JBEZMG010000011.1	1741
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	6277	6649	AANU_005708|_|GCA_000797385.1_ASM79738v1.gbk	GCA_000797385.1_ASM79738v1.gbk|-|JTCK01000085.1	1742
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6651	7122	AANU_005709|_|GCA_000797385.1_ASM79738v1.gbk	GCA_000797385.1_ASM79738v1.gbk|-|JTCK01000085.1	1742
IO40_RS0119000_elongation_factor_G	req	False	False	7161	9288	AANU_005710|_|GCA_000797385.1_ASM79738v1.gbk	GCA_000797385.1_ASM79738v1.gbk|-|JTCK01000085.1	1742
IO40_RS0119000_elongation_factor_G	req	False	False	32132	34259	ACIV_005823|_|GCA_013358305.1_ASM1335830v1.gbk	GCA_013358305.1_ASM1335830v1.gbk|-|JABSUI010000006.1	1743
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	34297	34768	ACIV_005824|_|GCA_013358305.1_ASM1335830v1.gbk	GCA_013358305.1_ASM1335830v1.gbk|-|JABSUI010000006.1	1743
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	34770	35142	ACIV_005825|_|GCA_013358305.1_ASM1335830v1.gbk	GCA_013358305.1_ASM1335830v1.gbk|-|JABSUI010000006.1	1743
IO40_RS0119000_elongation_factor_G	req	False	False	21905	24032	ABVR_008429|_|GCA_007827595.1_ASM782759v1.gbk	GCA_007827595.1_ASM782759v1.gbk|-|VISR01000040.1	1744
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	24071	24542	ABVR_008430|_|GCA_007827595.1_ASM782759v1.gbk	GCA_007827595.1_ASM782759v1.gbk|-|VISR01000040.1	1744
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	24544	24916	ABVR_008431|_|GCA_007827595.1_ASM782759v1.gbk	GCA_007827595.1_ASM782759v1.gbk|-|VISR01000040.1	1744
IO40_RS0119000_elongation_factor_G	req	False	False	41823	43950	ADPY_006541|_|GCA_023534765.1_ASM2353476v1.gbk	GCA_023534765.1_ASM2353476v1.gbk|-|JAMHJP010000008.1	1745
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	43989	44460	ADPY_006542|_|GCA_023534765.1_ASM2353476v1.gbk	GCA_023534765.1_ASM2353476v1.gbk|-|JAMHJP010000008.1	1745
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	44462	44834	ADPY_006543|_|GCA_023534765.1_ASM2353476v1.gbk	GCA_023534765.1_ASM2353476v1.gbk|-|JAMHJP010000008.1	1745
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	210281	210653	AIUX_003209|_|GCA_040704615.1_ASM4070461v1.gbk	GCA_040704615.1_ASM4070461v1.gbk|-|JBEYXP010000012.1	1746
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	210655	211126	AIUX_003210|_|GCA_040704615.1_ASM4070461v1.gbk	GCA_040704615.1_ASM4070461v1.gbk|-|JBEYXP010000012.1	1746
IO40_RS0119000_elongation_factor_G	req	False	False	211165	213292	AIUX_003211|_|GCA_040704615.1_ASM4070461v1.gbk	GCA_040704615.1_ASM4070461v1.gbk|-|JBEYXP010000012.1	1746
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	240469	240841	AANH_006034|_|GCA_000725785.1_Doro.v1.0.gbk	GCA_000725785.1_Doro.v1.0.gbk|-|JNXD01000020.1	1747
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	240843	241314	AANH_006035|_|GCA_000725785.1_Doro.v1.0.gbk	GCA_000725785.1_Doro.v1.0.gbk|-|JNXD01000020.1	1747
IO40_RS0119000_elongation_factor_G	req	False	False	241353	243480	AANH_006036|_|GCA_000725785.1_Doro.v1.0.gbk	GCA_000725785.1_Doro.v1.0.gbk|-|JNXD01000020.1	1747
